"Lnr" "Unfall" "Geschlecht" "Beruf" "Alter" "Fahrpraxis" "Zeit"
2337 0 "Mann" "Biologe" 39 20 12
2338 0 "Frau" "Biologe" 50 32 12
2339 0 "Frau" "Biologe" 51 32 1
2340 0 "Frau" "Biologe" 44 25 3
2341 0 "Mann" "Biologe" 62 44 41
2342 0 "Frau" "Biologe" 60 41 24
2343 0 "Mann" "Biologe" 52 33 5
2344 0 "Frau" "Biologe" 56 36 35
2345 0 "Mann" "Biologe" 49 30 55
2346 0 "Mann" "Biologe" 54 36 23
2347 0 "Frau" "Biologe" 54 34 30
2348 0 "Frau" "Biologe" 53 34 5
2349 0 "Frau" "Biologe" 48 30 27
2350 0 "Mann" "Biologe" 26 6 75
2351 0 "Frau" "Biologe" 43 24 22
2352 0 "Frau" "Biologe" 62 43 47
2353 0 "Frau" "Biologe" 45 26 4
2354 0 "Frau" "Biologe" 51 33 69
2355 0 "Frau" "Biologe" 44 25 5
2356 0 "Frau" "Biologe" 37 18 7
2357 0 "Frau" "Biologe" 47 27 22
2358 0 "Mann" "Biologe" 58 38 9
2359 0 "Frau" "Biologe" 49 30 82
2360 0 "Frau" "Biologe" 46 27 6
2361 0 "Mann" "Biologe" 34 15 6
2362 0 "Frau" "Biologe" 41 22 9
2363 0 "Mann" "Biologe" 42 23 12
2364 0 "Frau" "Biologe" 39 20 31
2365 0 "Mann" "Biologe" 46 27 106
2366 0 "Frau" "Biologe" 42 22 32
2367 0 "Frau" "Biologe" 48 29 36
2368 0 "Mann" "Biologe" 50 31 31
2369 0 "Frau" "Biologe" 47 28 6
2370 0 "Mann" "Biologe" 44 24 23
2371 0 "Mann" "Biologe" 29 10 2
2372 0 "Frau" "Biologe" 42 24 29
2373 0 "Mann" "Biologe" 34 16 0
2374 0 "Frau" "Biologe" 45 26 33
2375 0 "Frau" "Biologe" 41 22 7
2376 0 "Frau" "Biologe" 40 20 24
2377 0 "Frau" "Biologe" 39 20 76
2378 0 "Mann" "Biologe" 46 28 20
2379 0 "Frau" "Biologe" 52 34 18
2380 0 "Frau" "Biologe" 37 18 5
2381 1 "Frau" "Biologe" 40 20 26
2382 0 "Frau" "Biologe" 41 22 16
2383 0 "Frau" "Biologe" 54 35 13
2384 0 "Frau" "Biologe" 37 18 15
2385 0 "Frau" "Biologe" 61 42 9
2386 0 "Mann" "Biologe" 42 22 9
2387 0 "Frau" "Biologe" 38 18 67
2388 0 "Mann" "Biologe" 55 35 6
2389 0 "Frau" "Biologe" 47 28 10
2390 0 "Frau" "Biologe" 32 13 51
2391 0 "Frau" "Biologe" 54 35 0
2392 0 "Frau" "Biologe" 47 27 15
2393 0 "Frau" "Biologe" 37 18 133
2394 0 "Frau" "Biologe" 45 27 20
2395 0 "Frau" "Biologe" 31 11 19
2396 0 "Mann" "Biologe" 48 29 20
2397 0 "Frau" "Biologe" 53 33 80
2398 0 "Frau" "Biologe" 64 46 19
2399 0 "Mann" "Biologe" 40 20 1
2400 0 "Mann" "Biologe" 40 21 10
2401 0 "Mann" "Biologe" 46 28 61
2402 0 "Mann" "Biologe" 51 33 27
2403 0 "Mann" "Biologe" 34 14 60
2404 0 "Frau" "Biologe" 44 25 13
2405 0 "Frau" "Biologe" 42 24 4
2406 0 "Mann" "Biologe" 51 33 84
2407 0 "Frau" "Biologe" 56 37 49
2408 0 "Frau" "Biologe" 32 13 129
2409 0 "Mann" "Biologe" 35 15 42
2410 0 "Mann" "Biologe" 42 23 59
2411 0 "Frau" "Biologe" 42 23 38
2412 0 "Frau" "Biologe" 53 33 29
2413 0 "Mann" "Biologe" 38 18 20
2414 0 "Mann" "Biologe" 52 33 47
2415 0 "Frau" "Biologe" 35 17 45
2416 0 "Frau" "Biologe" 48 28 11
2417 0 "Frau" "Biologe" 43 25 5
2418 0 "Frau" "Biologe" 62 43 34
2419 0 "Mann" "Biologe" 33 15 12
2420 0 "Frau" "Biologe" 54 36 6
2421 0 "Frau" "Biologe" 52 34 39
2422 0 "Mann" "Biologe" 51 31 3
2423 0 "Frau" "Biologe" 56 37 14
2424 0 "Mann" "Biologe" 56 36 36
2425 0 "Frau" "Biologe" 56 37 24
2426 0 "Frau" "Biologe" 41 22 17
2427 0 "Frau" "Biologe" 33 14 3
2428 0 "Mann" "Biologe" 39 21 41
2429 0 "Mann" "Biologe" 46 28 28
2430 0 "Frau" "Biologe" 48 30 7
2431 0 "Frau" "Biologe" 57 38 17
2432 0 "Frau" "Biologe" 50 30 30
2433 0 "Frau" "Biologe" 31 11 24
2434 0 "Frau" "Biologe" 43 23 31
2435 0 "Frau" "Biologe" 40 21 1
2436 0 "Mann" "Biologe" 43 25 18
2437 0 "Mann" "Biologe" 46 26 3
2438 0 "Frau" "Biologe" 59 39 70
2439 0 "Frau" "Biologe" 55 35 2
2440 0 "Mann" "Biologe" 31 13 56
2441 0 "Mann" "Biologe" 60 41 6
2442 0 "Mann" "Biologe" 53 34 7
2443 0 "Frau" "Biologe" 38 20 3
2444 0 "Frau" "Biologe" 44 25 7
2445 0 "Mann" "Biologe" 29 11 22
2446 0 "Mann" "Biologe" 55 35 2
2447 0 "Frau" "Biologe" 32 12 17
2448 0 "Frau" "Biologe" 55 37 8
2449 0 "Frau" "Biologe" 32 12 5
2450 0 "Mann" "Biologe" 60 41 21
2451 0 "Mann" "Biologe" 38 19 11
2452 0 "Mann" "Biologe" 54 35 15
2453 0 "Mann" "Biologe" 41 23 0
2454 0 "Mann" "Biologe" 53 34 78
2455 0 "Mann" "Biologe" 26 6 3
2456 0 "Frau" "Biologe" 49 31 95
2457 0 "Mann" "Biologe" 55 37 18
2458 0 "Frau" "Biologe" 31 11 15
2459 0 "Mann" "Biologe" 32 13 27
2460 0 "Frau" "Biologe" 46 28 27
2461 0 "Frau" "Biologe" 53 33 67
2462 0 "Frau" "Biologe" 42 23 23
2463 0 "Frau" "Biologe" 45 27 7
2464 0 "Frau" "Biologe" 43 25 12
2465 0 "Frau" "Biologe" 59 39 56
2466 0 "Frau" "Biologe" 47 28 10
2467 0 "Frau" "Biologe" 38 20 2
2468 0 "Frau" "Biologe" 37 18 79
2469 0 "Frau" "Biologe" 54 35 18
2470 0 "Frau" "Biologe" 29 11 31
2471 0 "Mann" "Biologe" 34 15 5
2472 0 "Mann" "Biologe" 52 33 14
2473 0 "Mann" "Biologe" 52 34 11
2474 0 "Frau" "Biologe" 57 38 8
2475 0 "Mann" "Biologe" 51 32 9
2476 0 "Mann" "Biologe" 48 29 4
2477 0 "Mann" "Biologe" 56 37 14
2478 0 "Mann" "Biologe" 41 22 12
2479 0 "Mann" "Biologe" 38 19 21
2480 0 "Frau" "Biologe" 40 21 18
2481 0 "Frau" "Biologe" 57 38 14
2482 1 "Frau" "Biologe" 29 9 1
2483 0 "Frau" "Biologe" 41 23 12
2484 0 "Mann" "Biologe" 48 30 6
2485 0 "Frau" "Biologe" 55 35 28
2486 0 "Frau" "Biologe" 43 23 11
2487 0 "Frau" "Biologe" 35 15 16
2488 0 "Mann" "Biologe" 49 30 6
2489 0 "Frau" "Biologe" 55 35 28
2490 0 "Frau" "Biologe" 47 27 14
2491 0 "Frau" "Biologe" 50 31 16
2492 1 "Frau" "Biologe" 33 14 18
2493 0 "Frau" "Biologe" 42 23 7
2494 0 "Mann" "Biologe" 40 20 31
2495 0 "Mann" "Biologe" 38 18 31
2496 0 "Mann" "Biologe" 33 15 50
2497 0 "Frau" "Biologe" 51 33 2
2498 0 "Frau" "Biologe" 37 19 46
2499 0 "Frau" "Biologe" 49 31 3
2500 0 "Frau" "Biologe" 52 33 20
2501 0 "Mann" "Biologe" 44 25 2
2502 0 "Frau" "Biologe" 63 44 65
2503 0 "Mann" "Biologe" 53 34 1
2504 0 "Mann" "Biologe" 60 42 9
2505 0 "Frau" "Biologe" 53 35 19
2506 0 "Mann" "Biologe" 49 30 25
2507 0 "Frau" "Biologe" 30 11 1
2508 0 "Frau" "Biologe" 45 25 15
2509 0 "Mann" "Biologe" 39 20 15
2510 0 "Mann" "Biologe" 46 27 43
2511 0 "Frau" "Biologe" 53 33 19
2512 0 "Mann" "Biologe" 57 37 60
2513 0 "Frau" "Biologe" 40 20 4
2514 0 "Mann" "Biologe" 33 14 28
2515 0 "Frau" "Biologe" 55 37 4
2516 0 "Frau" "Biologe" 44 25 4
2517 0 "Mann" "Biologe" 43 25 6
2518 0 "Frau" "Biologe" 57 37 5
2519 0 "Mann" "Biologe" 37 18 38
2520 0 "Mann" "Biologe" 44 26 4
2521 0 "Frau" "Biologe" 47 28 25
2522 0 "Mann" "Biologe" 37 18 19
2523 0 "Frau" "Biologe" 47 28 6
2524 0 "Frau" "Biologe" 40 20 0
2525 0 "Frau" "Biologe" 55 36 19
2526 0 "Mann" "Biologe" 62 43 1
2527 0 "Frau" "Biologe" 43 24 39
2528 0 "Frau" "Biologe" 51 32 27
2529 0 "Frau" "Biologe" 59 39 7
2530 0 "Frau" "Biologe" 38 19 57
2531 0 "Frau" "Biologe" 44 26 15
2532 0 "Frau" "Biologe" 56 37 4
2533 0 "Frau" "Biologe" 39 20 0
2534 0 "Mann" "Biologe" 27 7 34
2535 0 "Frau" "Biologe" 41 22 44
2536 0 "Frau" "Biologe" 45 26 19
2537 0 "Frau" "Biologe" 31 12 1
2538 0 "Frau" "Biologe" 39 20 4
2539 0 "Mann" "Biologe" 36 17 56
2540 0 "Frau" "Biologe" 43 24 3
2541 0 "Mann" "Biologe" 32 13 7
2542 1 "Frau" "Biologe" 30 11 11
2543 0 "Mann" "Biologe" 61 42 67
2544 0 "Mann" "Biologe" 47 27 77
2545 0 "Frau" "Biologe" 45 26 24
2546 0 "Mann" "Biologe" 40 21 19
2547 0 "Frau" "Biologe" 29 11 89
2548 0 "Frau" "Biologe" 51 32 2
2549 0 "Mann" "Biologe" 38 19 94
2550 0 "Frau" "Biologe" 40 22 82
2551 0 "Frau" "Biologe" 52 32 2
2552 0 "Mann" "Biologe" 50 31 18
2553 0 "Frau" "Biologe" 36 17 48
2554 0 "Frau" "Biologe" 48 28 24
2555 0 "Frau" "Biologe" 50 31 1
2556 0 "Mann" "Biologe" 56 38 1
2557 0 "Mann" "Biologe" 46 27 3
2558 0 "Mann" "Biologe" 38 19 71
2559 0 "Frau" "Biologe" 63 44 23
2560 0 "Mann" "Biologe" 34 14 12
2561 0 "Frau" "Biologe" 41 22 31
2562 0 "Frau" "Biologe" 48 30 38
2563 0 "Frau" "Biologe" 60 42 16
2564 0 "Frau" "Biologe" 42 23 72
2565 0 "Frau" "Biologe" 47 28 10
2566 0 "Frau" "Biologe" 43 24 19
2567 0 "Frau" "Biologe" 47 27 4
2568 0 "Frau" "Biologe" 50 30 10
2569 0 "Mann" "Biologe" 51 32 43
2570 0 "Mann" "Biologe" 56 36 10
2571 0 "Frau" "Biologe" 61 43 13
2572 0 "Frau" "Biologe" 43 24 41
2573 0 "Frau" "Biologe" 50 32 15
2574 0 "Mann" "Biologe" 44 25 5
2575 0 "Frau" "Biologe" 47 29 4
2576 0 "Mann" "Biologe" 45 25 46
2577 0 "Frau" "Biologe" 50 31 5
2578 1 "Mann" "Biologe" 26 8 37
2579 0 "Mann" "Biologe" 41 22 9
2580 0 "Frau" "Biologe" 53 34 41
2581 0 "Frau" "Biologe" 52 33 0
2582 0 "Frau" "Biologe" 63 44 17
2583 0 "Frau" "Biologe" 37 19 1
2584 0 "Frau" "Biologe" 37 19 6
2585 1 "Frau" "Biologe" 33 13 0
2586 0 "Mann" "Biologe" 40 21 16
2587 0 "Mann" "Biologe" 56 36 17
2588 0 "Frau" "Biologe" 41 21 14
2589 0 "Mann" "Biologe" 46 27 6
2590 0 "Frau" "Biologe" 50 32 5
2591 0 "Mann" "Biologe" 47 28 15
2592 0 "Mann" "Biologe" 40 21 6
2593 0 "Frau" "Biologe" 41 22 26
2594 0 "Mann" "Biologe" 59 41 10
2595 0 "Mann" "Biologe" 45 26 18
2596 0 "Frau" "Biologe" 30 12 95
2597 0 "Frau" "Biologe" 41 22 4
2598 0 "Frau" "Biologe" 63 44 10
2599 1 "Frau" "Biologe" 26 7 10
2600 0 "Mann" "Biologe" 56 38 34
2601 0 "Frau" "Biologe" 33 15 2
2602 0 "Frau" "Biologe" 54 34 31
2603 0 "Mann" "Biologe" 34 14 5
2604 0 "Frau" "Biologe" 44 24 9
2605 0 "Mann" "Biologe" 42 22 88
2606 0 "Frau" "Biologe" 57 39 27
2607 1 "Frau" "Biologe" 29 10 2
2608 0 "Frau" "Biologe" 45 27 90
2609 0 "Frau" "Biologe" 50 32 0
2610 0 "Mann" "Biologe" 46 27 58
2611 0 "Frau" "Biologe" 51 33 173
2612 0 "Frau" "Biologe" 49 30 66
2613 0 "Frau" "Biologe" 32 13 102
2614 0 "Frau" "Biologe" 37 18 14
2615 0 "Mann" "Biologe" 31 12 2
2616 0 "Frau" "Biologe" 42 22 8
2617 0 "Frau" "Biologe" 56 36 6
2618 0 "Frau" "Biologe" 44 26 4
2619 0 "Frau" "Biologe" 60 41 2
2620 0 "Mann" "Biologe" 43 25 9
2621 0 "Mann" "Biologe" 38 19 2
2622 0 "Frau" "Biologe" 38 18 23
2623 0 "Mann" "Biologe" 32 12 1
2624 0 "Frau" "Biologe" 41 22 12
2625 0 "Mann" "Biologe" 31 13 59
2626 0 "Frau" "Biologe" 55 35 44
2627 0 "Frau" "Biologe" 59 40 35
2628 0 "Frau" "Biologe" 42 23 21
2629 0 "Mann" "Biologe" 33 15 35
2630 0 "Mann" "Biologe" 38 20 20
2631 0 "Frau" "Biologe" 43 25 1
2632 0 "Frau" "Biologe" 39 21 8
2633 0 "Mann" "Biologe" 48 29 43
2634 0 "Frau" "Biologe" 35 17 42
2635 0 "Frau" "Biologe" 49 30 58
2636 0 "Frau" "Biologe" 47 27 58
2637 0 "Mann" "Biologe" 58 39 73
2638 0 "Mann" "Biologe" 61 42 3
2639 0 "Frau" "Biologe" 46 28 17
2640 0 "Frau" "Biologe" 40 21 4
2641 0 "Frau" "Biologe" 41 22 74
2642 0 "Frau" "Biologe" 43 25 18
2643 0 "Frau" "Biologe" 34 16 14
2644 0 "Frau" "Biologe" 51 32 5
2645 0 "Frau" "Biologe" 39 20 11
2646 0 "Mann" "Biologe" 44 25 14
2647 0 "Frau" "Biologe" 44 26 36
2648 0 "Frau" "Biologe" 25 5 6
2649 0 "Frau" "Biologe" 54 34 5
2650 0 "Frau" "Biologe" 45 26 20
2651 0 "Frau" "Biologe" 60 42 14
2652 0 "Frau" "Biologe" 42 24 34
2653 0 "Mann" "Biologe" 41 21 20
2654 1 "Frau" "Biologe" 28 9 16
2655 0 "Frau" "Biologe" 44 25 21
2656 1 "Mann" "Biologe" 25 5 9
2657 0 "Mann" "Biologe" 47 27 4
2658 0 "Mann" "Biologe" 53 34 15
2659 0 "Frau" "Biologe" 44 25 5
2660 1 "Mann" "Biologe" 26 7 21
2661 0 "Frau" "Biologe" 43 24 4
2662 0 "Mann" "Biologe" 49 30 17
2663 0 "Mann" "Biologe" 26 8 14
2664 0 "Mann" "Biologe" 40 21 6
2665 0 "Frau" "Biologe" 47 29 3
2666 0 "Frau" "Biologe" 49 31 19
2667 0 "Frau" "Biologe" 43 25 18
2668 0 "Frau" "Biologe" 31 12 42
2669 0 "Mann" "Biologe" 40 20 0
2670 0 "Mann" "Biologe" 35 16 46
2671 0 "Mann" "Biologe" 46 27 3
2672 0 "Frau" "Biologe" 45 26 105
2673 0 "Frau" "Biologe" 35 16 42
2674 0 "Frau" "Biologe" 30 12 2
2675 0 "Frau" "Biologe" 31 13 75
2676 0 "Frau" "Biologe" 51 32 8
2677 0 "Frau" "Biologe" 41 23 1
2678 0 "Frau" "Biologe" 40 21 6
2679 1 "Frau" "Biologe" 31 13 41
2680 0 "Frau" "Biologe" 46 28 32
2681 0 "Mann" "Biologe" 47 27 32
2682 0 "Frau" "Biologe" 49 31 4
2683 0 "Frau" "Biologe" 58 39 30
2684 0 "Mann" "Biologe" 33 14 48
2685 0 "Frau" "Biologe" 32 13 3
2686 0 "Frau" "Biologe" 47 28 10
2687 0 "Mann" "Biologe" 41 22 36
2688 0 "Frau" "Biologe" 34 14 8
2689 0 "Mann" "Biologe" 53 35 6
2690 0 "Frau" "Biologe" 53 34 18
2691 0 "Mann" "Biologe" 44 25 4
2692 0 "Frau" "Biologe" 43 24 0
2693 0 "Frau" "Biologe" 58 38 4
2694 0 "Frau" "Biologe" 51 33 51
2695 1 "Mann" "Biologe" 30 10 13
2696 0 "Frau" "Biologe" 32 12 33
2697 0 "Frau" "Biologe" 47 29 43
2698 0 "Mann" "Biologe" 50 32 50
2699 0 "Frau" "Biologe" 50 31 9
2700 1 "Frau" "Biologe" 27 8 92
2701 0 "Frau" "Biologe" 47 27 0
2702 0 "Frau" "Biologe" 53 34 53
2703 0 "Frau" "Biologe" 37 18 32
2704 0 "Frau" "Biologe" 59 40 28
2705 0 "Mann" "Biologe" 32 14 1
2706 0 "Mann" "Biologe" 55 36 26
2707 0 "Mann" "Biologe" 30 10 24
2708 0 "Frau" "Biologe" 52 33 0
2709 0 "Frau" "Biologe" 55 36 2
2710 0 "Frau" "Biologe" 55 36 44
2711 0 "Frau" "Biologe" 33 14 32
2712 0 "Mann" "Biologe" 39 19 4
2713 0 "Frau" "Biologe" 36 16 4
2714 0 "Mann" "Biologe" 63 44 16
2715 0 "Frau" "Biologe" 54 35 16
2716 0 "Frau" "Biologe" 41 22 67
2717 0 "Mann" "Biologe" 61 41 2
2718 0 "Mann" "Biologe" 36 16 28
2719 0 "Frau" "Biologe" 42 23 4
2720 0 "Mann" "Biologe" 42 23 39
2721 0 "Mann" "Biologe" 54 35 6
2722 0 "Mann" "Biologe" 47 29 117
2723 1 "Mann" "Biologe" 27 8 0
2724 0 "Frau" "Biologe" 48 29 4
2725 0 "Frau" "Biologe" 57 38 55
2726 0 "Mann" "Biologe" 42 23 15
2727 0 "Frau" "Biologe" 58 38 3
2728 0 "Frau" "Biologe" 42 23 5
2729 0 "Mann" "Biologe" 56 36 3
2730 0 "Mann" "Biologe" 53 33 26
2731 0 "Mann" "Biologe" 56 37 38
2732 0 "Mann" "Biologe" 31 13 48
2733 0 "Frau" "Biologe" 50 30 43
2734 0 "Mann" "Biologe" 33 14 6
2735 0 "Mann" "Biologe" 40 22 9
2736 0 "Mann" "Biologe" 58 40 0
2737 0 "Mann" "Biologe" 45 25 13
2738 0 "Mann" "Biologe" 48 29 10
2739 0 "Frau" "Biologe" 47 28 48
2740 0 "Mann" "Biologe" 39 21 56
2741 0 "Frau" "Biologe" 34 16 36
2742 0 "Frau" "Biologe" 48 29 28
2743 0 "Mann" "Biologe" 33 14 37
2744 0 "Mann" "Biologe" 45 27 18
2745 0 "Frau" "Biologe" 64 45 2
2746 0 "Frau" "Biologe" 34 15 30
2747 0 "Frau" "Biologe" 36 17 72
2748 0 "Frau" "Biologe" 43 24 3
2749 0 "Frau" "Biologe" 55 37 34
2750 0 "Mann" "Biologe" 28 9 36
2751 0 "Frau" "Biologe" 36 17 3
2752 0 "Mann" "Biologe" 52 33 65
2753 0 "Mann" "Biologe" 50 31 21
2754 0 "Mann" "Biologe" 52 33 32
2755 0 "Frau" "Biologe" 48 29 34
2756 0 "Frau" "Biologe" 47 27 3
2757 0 "Mann" "Biologe" 51 32 14
2758 0 "Mann" "Biologe" 54 34 73
2759 0 "Frau" "Biologe" 45 26 20
2760 0 "Frau" "Biologe" 45 26 4
2761 0 "Mann" "Biologe" 42 22 33
2762 0 "Mann" "Biologe" 54 36 39
2763 0 "Mann" "Biologe" 53 35 40
2764 0 "Mann" "Biologe" 42 24 24
2765 0 "Frau" "Biologe" 44 26 39
2766 0 "Frau" "Biologe" 64 45 90
2767 0 "Mann" "Biologe" 50 31 1
2768 0 "Frau" "Biologe" 45 26 1
2769 0 "Mann" "Biologe" 44 26 62
2770 0 "Frau" "Biologe" 46 28 15
2771 0 "Frau" "Biologe" 37 18 114
2772 0 "Frau" "Biologe" 41 22 47
2773 0 "Mann" "Biologe" 34 14 10
2774 0 "Frau" "Biologe" 52 32 5
2775 1 "Frau" "Biologe" 31 12 67
2776 0 "Mann" "Biologe" 42 24 11
2777 0 "Frau" "Biologe" 59 39 1
2778 0 "Mann" "Biologe" 49 30 5
2779 0 "Frau" "Biologe" 40 20 14
2780 0 "Mann" "Biologe" 49 31 3
2781 0 "Frau" "Biologe" 60 42 46
2782 0 "Mann" "Biologe" 31 12 5
2783 0 "Mann" "Biologe" 44 24 23
2784 0 "Frau" "Biologe" 46 28 30
2785 0 "Frau" "Biologe" 48 28 10
2786 0 "Mann" "Biologe" 42 24 2
2787 0 "Mann" "Biologe" 48 30 4
2788 0 "Mann" "Biologe" 47 28 4
2789 0 "Frau" "Biologe" 45 25 44
2790 0 "Frau" "Biologe" 57 39 15
2791 0 "Frau" "Biologe" 52 33 3
2792 0 "Frau" "Biologe" 34 14 11
2793 0 "Mann" "Biologe" 39 20 5
2794 0 "Frau" "Biologe" 57 39 2
2795 0 "Mann" "Biologe" 52 34 56
2796 0 "Frau" "Biologe" 36 17 42
2797 0 "Frau" "Biologe" 57 37 21
2798 0 "Frau" "Biologe" 51 32 71
2799 0 "Frau" "Biologe" 35 17 26
2800 0 "Mann" "Biologe" 34 14 39
2801 0 "Mann" "Biologe" 54 34 6
2802 0 "Frau" "Biologe" 49 30 3
2803 0 "Frau" "Biologe" 33 13 37
2804 0 "Frau" "Biologe" 46 27 2
2805 0 "Mann" "Biologe" 36 18 17
2806 0 "Mann" "Biologe" 59 40 17
2807 0 "Mann" "Biologe" 42 23 18
2808 0 "Frau" "Biologe" 51 32 35
2809 0 "Mann" "Biologe" 47 28 17
2810 0 "Frau" "Biologe" 57 39 1
2811 0 "Mann" "Biologe" 43 23 1
2812 0 "Mann" "Biologe" 44 25 34
2813 0 "Frau" "Biologe" 56 37 8
2814 0 "Mann" "Biologe" 53 34 148
2815 0 "Mann" "Biologe" 43 24 12
2816 0 "Frau" "Biologe" 35 15 13
2817 0 "Frau" "Biologe" 52 34 23
2818 0 "Frau" "Biologe" 46 27 5
2819 0 "Frau" "Biologe" 41 23 6
2820 0 "Mann" "Biologe" 36 17 0
2821 0 "Frau" "Biologe" 49 30 46
2822 0 "Frau" "Biologe" 35 16 57
2823 0 "Mann" "Biologe" 55 36 25
2824 0 "Mann" "Biologe" 53 34 4
2825 0 "Frau" "Biologe" 56 36 3
2826 0 "Frau" "Biologe" 29 10 5
2827 0 "Mann" "Biologe" 46 27 13
2828 0 "Frau" "Biologe" 46 26 14
2829 0 "Frau" "Biologe" 35 16 5
2830 0 "Mann" "Biologe" 44 25 8
2831 0 "Frau" "Biologe" 46 28 23
2832 0 "Mann" "Biologe" 39 19 114
2833 0 "Frau" "Biologe" 46 26 34
2834 0 "Mann" "Biologe" 40 21 20
2835 0 "Frau" "Biologe" 39 19 84
2836 0 "Frau" "Biologe" 40 21 18
2837 0 "Frau" "Biologe" 37 19 16
2838 0 "Frau" "Biologe" 47 27 30
2839 0 "Frau" "Biologe" 54 35 4
2840 0 "Mann" "Biologe" 45 26 15
2841 0 "Frau" "Biologe" 36 17 20
2842 0 "Mann" "Biologe" 41 22 22
2843 0 "Mann" "Biologe" 64 46 4
2844 0 "Frau" "Biologe" 47 28 19
2845 1 "Frau" "Biologe" 29 11 28
2846 0 "Mann" "Biologe" 64 44 9
2847 0 "Frau" "Biologe" 35 16 3
2848 0 "Frau" "Biologe" 58 38 14
2849 0 "Mann" "Biologe" 42 24 30
2850 0 "Frau" "Biologe" 42 23 40
2851 0 "Frau" "Biologe" 44 24 4
2852 0 "Frau" "Biologe" 46 27 4
2853 0 "Mann" "Biologe" 38 19 4
2854 0 "Mann" "Biologe" 31 11 20
2855 0 "Frau" "Biologe" 55 35 26
2856 0 "Mann" "Biologe" 51 31 45
2857 0 "Frau" "Biologe" 58 40 6
2858 0 "Mann" "Biologe" 38 20 24
2859 0 "Frau" "Biologe" 53 34 46
2860 0 "Frau" "Biologe" 31 12 6
2861 0 "Frau" "Biologe" 47 27 18
2862 0 "Frau" "Biologe" 37 18 27
2863 0 "Frau" "Biologe" 36 18 29
2864 0 "Mann" "Biologe" 52 33 14
2865 0 "Frau" "Biologe" 46 26 21
2866 0 "Frau" "Biologe" 40 21 13
2867 0 "Frau" "Biologe" 62 43 4
2868 0 "Mann" "Biologe" 48 29 36
2869 0 "Frau" "Biologe" 36 17 6
2870 0 "Frau" "Biologe" 57 38 29
2871 0 "Frau" "Biologe" 31 13 10
2872 0 "Frau" "Biologe" 41 22 5
2873 0 "Mann" "Biologe" 57 37 27
2874 0 "Frau" "Biologe" 54 35 25
2875 0 "Frau" "Biologe" 31 11 23
2876 0 "Mann" "Biologe" 34 15 4
2877 0 "Mann" "Biologe" 45 27 11
2878 0 "Frau" "Biologe" 45 25 19
2879 0 "Frau" "Biologe" 50 31 14
2880 0 "Frau" "Biologe" 60 41 19
2881 0 "Frau" "Biologe" 36 17 2
2882 0 "Frau" "Biologe" 43 25 9
2883 0 "Frau" "Biologe" 47 28 15
2884 0 "Mann" "Biologe" 32 12 91
2885 0 "Frau" "Biologe" 47 28 7
2886 0 "Mann" "Biologe" 40 21 21
2887 0 "Mann" "Biologe" 47 29 22
2888 0 "Frau" "Biologe" 43 23 13
2889 0 "Frau" "Biologe" 42 23 86
2890 0 "Mann" "Biologe" 47 29 40
2891 0 "Mann" "Biologe" 57 38 25
2892 0 "Mann" "Biologe" 40 22 40
2893 0 "Frau" "Biologe" 49 30 0
2894 0 "Frau" "Biologe" 47 27 18
2895 0 "Mann" "Biologe" 56 38 22
2896 0 "Mann" "Biologe" 37 18 7
2897 0 "Frau" "Biologe" 35 15 116
2898 0 "Mann" "Biologe" 49 30 18
2899 0 "Mann" "Biologe" 45 26 9
2900 0 "Mann" "Biologe" 56 36 24
2901 0 "Mann" "Biologe" 35 15 4
2902 0 "Mann" "Biologe" 35 15 4
2903 0 "Frau" "Biologe" 55 36 3
2904 0 "Frau" "Biologe" 48 29 5
2905 0 "Frau" "Biologe" 48 29 36
2906 0 "Frau" "Biologe" 46 26 56
2907 0 "Frau" "Biologe" 54 34 32
2908 0 "Frau" "Biologe" 53 35 16
2909 0 "Frau" "Biologe" 55 35 119
2910 0 "Frau" "Biologe" 31 13 1
2911 0 "Frau" "Biologe" 59 40 14
2912 0 "Mann" "Biologe" 58 40 6
2913 0 "Frau" "Biologe" 44 25 8
2914 0 "Frau" "Biologe" 52 32 62
2915 0 "Mann" "Biologe" 51 31 14
2916 0 "Frau" "Biologe" 60 42 25
2917 0 "Frau" "Biologe" 43 24 14
2918 0 "Mann" "Biologe" 52 33 12
2919 0 "Frau" "Biologe" 30 11 35
2920 0 "Frau" "Biologe" 56 36 9
2921 0 "Frau" "Biologe" 35 15 1
2922 0 "Frau" "Biologe" 52 33 8
2923 0 "Frau" "Biologe" 45 26 14
2924 0 "Frau" "Biologe" 51 32 9
2925 1 "Frau" "Biologe" 30 12 9
2926 0 "Mann" "Biologe" 47 28 30
2927 0 "Frau" "Biologe" 46 26 17
2928 1 "Frau" "Biologe" 26 7 14
2929 0 "Mann" "Biologe" 46 28 52
2930 0 "Frau" "Biologe" 40 21 69
2931 0 "Mann" "Biologe" 63 43 9
2932 0 "Frau" "Biologe" 53 34 2
2933 0 "Frau" "Biologe" 43 24 5
2934 0 "Frau" "Biologe" 48 30 6
2935 0 "Frau" "Biologe" 58 39 14
2936 0 "Frau" "Biologe" 51 32 14
2937 0 "Frau" "Biologe" 45 26 9
2938 0 "Frau" "Biologe" 32 12 64
2939 0 "Mann" "Biologe" 46 28 6
2940 0 "Frau" "Biologe" 47 29 2
2941 0 "Frau" "Biologe" 42 24 22
2942 0 "Frau" "Biologe" 54 35 14
